id_amazon,id_google,group_id
b00022ptt8,http://www.google.com/base/feeds/snippets/10568264795540984053,154
b0007lw230,http://www.google.com/base/feeds/snippets/10595032077010116055,258
b00006sijr,http://www.google.com/base/feeds/snippets/10621416214836586442,44
b000bgtv80,http://www.google.com/base/feeds/snippets/10623432141570708774,409
b0007lw230,http://www.google.com/base/feeds/snippets/10628460274071713512,258
b000cqnjim,http://www.google.com/base/feeds/snippets/10662427062723563235,475
b000bo9rt0,http://www.google.com/base/feeds/snippets/10667383848205761084,425
b000om8fba,http://www.google.com/base/feeds/snippets/10686405526722482213,1009
b000hlv6mi,http://www.google.com/base/feeds/snippets/10688959294324458483,764
b000nkfee4,http://www.google.com/base/feeds/snippets/10699505690150129858,958
b000fetuiy,http://www.google.com/base/feeds/snippets/10702491954940587385,584
b00006sijq,http://www.google.com/base/feeds/snippets/10706956263145211695,43
b0009i5px0,http://www.google.com/base/feeds/snippets/10713659865788525116,312
b000ovft92,http://www.google.com/base/feeds/snippets/10720405921949933758,1013
b000q1n7du,http://www.google.com/base/feeds/snippets/10720887667449998069,1045
b000frs492,http://www.google.com/base/feeds/snippets/10728844449163351151,613
b0001xdysq,http://www.google.com/base/feeds/snippets/10775485982845096156,144
b000tilkpc,http://www.google.com/base/feeds/snippets/1081494753292983123,1094
b0002iwyke,http://www.google.com/base/feeds/snippets/10827782844634609439,181
b000ndib8m,http://www.google.com/base/feeds/snippets/10834301366840736522,927
b00009adf3,http://www.google.com/base/feeds/snippets/10843999530069218918,72
b0007lw22g,http://www.google.com/base/feeds/snippets/10849068506859926430,256
b000mgvnks,http://www.google.com/base/feeds/snippets/10851688356333529622,910
b000h294mq,http://www.google.com/base/feeds/snippets/10856062098610973379,690
b000gknmd6,http://www.google.com/base/feeds/snippets/1088964682231544841,654
b0009qvgeo,http://www.google.com/base/feeds/snippets/10895411331126528294,324
b00007g3ai,http://www.google.com/base/feeds/snippets/10901373095934236651,51
b000bezsyi,http://www.google.com/base/feeds/snippets/10911853136488554482,406
b0007lw22q,http://www.google.com/base/feeds/snippets/10939909441298262260,257
b000bs2vzs,http://www.google.com/base/feeds/snippets/10956401022937572078,430
b000b6vlh4,http://www.google.com/base/feeds/snippets/10993073455692001778,388
b000i5wcp8,http://www.google.com/base/feeds/snippets/11018448213893210660,776
b000hkpb3e,http://www.google.com/base/feeds/snippets/11022538834870557563,749
b00002s6sc,http://www.google.com/base/feeds/snippets/11023384475486845617,5
b000bgpqos,http://www.google.com/base/feeds/snippets/11029185598470444071,407
b000hhzie4,http://www.google.com/base/feeds/snippets/11038012533329162078,739
b0008ews6w,http://www.google.com/base/feeds/snippets/11041238021562109147,280
b000e65hki,http://www.google.com/base/feeds/snippets/11050991040966629398,498
b0009mg80a,http://www.google.com/base/feeds/snippets/11063455580387217522,321
b000hcz8ey,http://www.google.com/base/feeds/snippets/11114112522015930440,719
b000fovsei,http://www.google.com/base/feeds/snippets/11117774223029062148,606
b000hbxjxc,http://www.google.com/base/feeds/snippets/11125907881740407428,703
b000exs488,http://www.google.com/base/feeds/snippets/11143055459495586546,554
b000he35ss,http://www.google.com/base/feeds/snippets/11153480872220659485,723
b000in8n30,http://www.google.com/base/feeds/snippets/11216712001773264822,806
b00007g3ai,http://www.google.com/base/feeds/snippets/11265957088683077055,51
b0002b0qfg,http://www.google.com/base/feeds/snippets/11267581873345425673,165
b000om7diq,http://www.google.com/base/feeds/snippets/11294551601294188336,1008
b000e15nhk,http://www.google.com/base/feeds/snippets/11343247749866294908,491
b000h5j4ka,http://www.google.com/base/feeds/snippets/11343247749866294908,491
b000hbysc8,http://www.google.com/base/feeds/snippets/11343515411965421256,705
b000skvy20,http://www.google.com/base/feeds/snippets/11359745283620291559,1088
b000mvp5i4,http://www.google.com/base/feeds/snippets/11404109022171531561,917
b000fzz73u,http://www.google.com/base/feeds/snippets/11404711258824251475,622
b000hbxjxc,http://www.google.com/base/feeds/snippets/11409582066977374017,703
b00005atxo,http://www.google.com/base/feeds/snippets/11430069725574750424,18
b000bddf08,http://www.google.com/base/feeds/snippets/11443016597547288676,403
b000kmehha,http://www.google.com/base/feeds/snippets/11463298814554093369,879
b000bp8alk,http://www.google.com/base/feeds/snippets/11465786913875583817,426
b000gbukgm,http://www.google.com/base/feeds/snippets/11524039735478682676,642
b000ndib6y,http://www.google.com/base/feeds/snippets/11553460726656084647,924
b000hlp64w,http://www.google.com/base/feeds/snippets/11554840496283672285,756
b0007g9760,http://www.google.com/base/feeds/snippets/11567429261409321598,252
b000o39qoo,http://www.google.com/base/feeds/snippets/1160856703276103950,981
b000h241zg,http://www.google.com/base/feeds/snippets/11611566315397308287,683
b0008glgmc,http://www.google.com/base/feeds/snippets/11616731797055705273,288
b0001bg5gq,http://www.google.com/base/feeds/snippets/11618158047568311763,119
b0007lw23a,http://www.google.com/base/feeds/snippets/11630432614273539055,259
b000068u3h,http://www.google.com/base/feeds/snippets/11635339528486156141,32
b0008glgmc,http://www.google.com/base/feeds/snippets/11641601394104549163,288
b0009hl34q,http://www.google.com/base/feeds/snippets/11654629063147846560,310
b000b6n2o4,http://www.google.com/base/feeds/snippets/1167394947195166949,384
b0001wn1fs,http://www.google.com/base/feeds/snippets/11687167580478628748,143
b000bgtv80,http://www.google.com/base/feeds/snippets/11711993756559182415,409
b000o39tgo,http://www.google.com/base/feeds/snippets/11742689310169054682,983
b000qxdj0y,http://www.google.com/base/feeds/snippets/11808064350838387307,1063
b000h20hu4,http://www.google.com/base/feeds/snippets/11816902045207686274,677
b000bt8trg,http://www.google.com/base/feeds/snippets/11826731647881867985,437
b000ea9u2a,http://www.google.com/base/feeds/snippets/11826796220164615935,508
b000e136ga,http://www.google.com/base/feeds/snippets/11829938385250188093,489
b000hlt4y0,http://www.google.com/base/feeds/snippets/11831542288207686462,759
b000lpc8t0,http://www.google.com/base/feeds/snippets/11831542288207686462,759
b0006ni698,http://www.google.com/base/feeds/snippets/11865417944403325412,236
b000bo9rt0,http://www.google.com/base/feeds/snippets/1187936019689259805,425
b000rhdusa,http://www.google.com/base/feeds/snippets/11927579066669830952,1073
b000l1phg0,http://www.google.com/base/feeds/snippets/11954719051240282085,882
b00009l1hv,http://www.google.com/base/feeds/snippets/11958168742202087168,76
b000k2pa3a,http://www.google.com/base/feeds/snippets/11972925909028080525,861
b00076ywj2,http://www.google.com/base/feeds/snippets/12002408855288739955,245
b00006sijq,http://www.google.com/base/feeds/snippets/12017561125627261759,43
b0009yegcu,http://www.google.com/base/feeds/snippets/12024241460287341882,335
b000he4riu,http://www.google.com/base/feeds/snippets/12068923163500219493,725
b000mz7c36,http://www.google.com/base/feeds/snippets/1209717630190599142,919
b000h0k3zu,http://www.google.com/base/feeds/snippets/12105115514315351902,666
b0007sxglk,http://www.google.com/base/feeds/snippets/12109861711097484827,266
b000hctysa,http://www.google.com/base/feeds/snippets/12116763117328044444,711
b00061u8sc,http://www.google.com/base/feeds/snippets/12121003713992255160,206
b000ivfciq,http://www.google.com/base/feeds/snippets/12151689484559213261,812
b00009adf3,http://www.google.com/base/feeds/snippets/12203635138191657547,72
b000hcvr5s,http://www.google.com/base/feeds/snippets/12218017436042377109,716
b000hcvr1m,http://www.google.com/base/feeds/snippets/12219649046294237633,715
b000bx5ggy,http://www.google.com/base/feeds/snippets/12226449661661559282,453
b000in4uak,http://www.google.com/base/feeds/snippets/12243674671451624208,801
b000ofnri8,http://www.google.com/base/feeds/snippets/12244614697089679523,1000
b0007sxgmo,http://www.google.com/base/feeds/snippets/12250274471957898660,267
b000ndibge,http://www.google.com/base/feeds/snippets/1227473479709404023,933
b000pdnhno,http://www.google.com/base/feeds/snippets/12311932123270766595,1027
b000eezn2c,http://www.google.com/base/feeds/snippets/12329058540425314571,517
b000in18nm,http://www.google.com/base/feeds/snippets/12354599434001970846,797
b000bc38o2,http://www.google.com/base/feeds/snippets/12383342975629473219,392
b000ovnlxs,http://www.google.com/base/feeds/snippets/12398024089660412056,1014
b000b6oboo,http://www.google.com/base/feeds/snippets/12418972562708861095,386
b00006y0es,http://www.google.com/base/feeds/snippets/12445044163325859752,45
b000fzxipo,http://www.google.com/base/feeds/snippets/12453672105653412076,619
b000099sie,http://www.google.com/base/feeds/snippets/12471937113581397461,70
b000barbaq,http://www.google.com/base/feeds/snippets/124870490385972224,390
b000j6dues,http://www.google.com/base/feeds/snippets/12495037922890432173,833
b000f7bps4,http://www.google.com/base/feeds/snippets/12516109834871224117,566
b000ccvp0a,http://www.google.com/base/feeds/snippets/12536674159579454939,464
b000ivhozk,http://www.google.com/base/feeds/snippets/12543046747030237240,814
b000ag5sb0,http://www.google.com/base/feeds/snippets/12546664403196501542,358
b0002bqqtq,http://www.google.com/base/feeds/snippets/12603976278153658661,166
b000buqo9a,http://www.google.com/base/feeds/snippets/12604725900103506627,441
b000gaywoe,http://www.google.com/base/feeds/snippets/1263381651905806931,639
b000fzxiou,http://www.google.com/base/feeds/snippets/12642359421626863460,618
b000b6oboy,http://www.google.com/base/feeds/snippets/12643092178258671772,387
b0001xnkp8,http://www.google.com/base/feeds/snippets/12656847251589121665,147
b000na1v8w,http://www.google.com/base/feeds/snippets/12662824890153121005,922
b0002mg5uk,http://www.google.com/base/feeds/snippets/1267940675828545901,183
1931102953,http://www.google.com/base/feeds/snippets/12729065138733783657,1
b00005v55b,http://www.google.com/base/feeds/snippets/12732181672723754930,26
b000bgpqr0,http://www.google.com/base/feeds/snippets/12737245292905990966,408
b0001wn1ee,http://www.google.com/base/feeds/snippets/12776057589362570320,142
b000bcicwa,http://www.google.com/base/feeds/snippets/12825336441689158397,397
b000h16p9w,http://www.google.com/base/feeds/snippets/12831181740691949409,672
b000i2qubi,http://www.google.com/base/feeds/snippets/12835181529749808477,772
b000h14rr4,http://www.google.com/base/feeds/snippets/12837108039205076533,670
b000etjjae,http://www.google.com/base/feeds/snippets/12845228373531717554,546
b0009dt87e,http://www.google.com/base/feeds/snippets/12849123232978824729,302
b0001db6i6,http://www.google.com/base/feeds/snippets/12904825904608701558,121
b000hcl5sm,http://www.google.com/base/feeds/snippets/12905177887993533095,709
b0006b63rw,http://www.google.com/base/feeds/snippets/12911813140487249020,223
b000b6n2m6,http://www.google.com/base/feeds/snippets/12929795214910360357,383
b0009eu0ca,http://www.google.com/base/feeds/snippets/12931942175551075589,305
b000o3bj3k,http://www.google.com/base/feeds/snippets/12942134175594025487,990
b000hc0m36,http://www.google.com/base/feeds/snippets/12949835105262366018,708
b0000c4dx0,http://www.google.com/base/feeds/snippets/12956485848771496004,88
b000o39u8q,http://www.google.com/base/feeds/snippets/12958721621590299185,986
b000eqazb4,http://www.google.com/base/feeds/snippets/12965745281480952652,543
b000fdetx6,http://www.google.com/base/feeds/snippets/1298387803049191225,578
b000098xiy,http://www.google.com/base/feeds/snippets/12991839860010855049,65
b000ro5o7s,http://www.google.com/base/feeds/snippets/12991998923940483779,1078
b000ro5o78,http://www.google.com/base/feeds/snippets/13009872890401668351,1077
b000o39u3g,http://www.google.com/base/feeds/snippets/13023052343955574084,984
b0007q7mg2,http://www.google.com/base/feeds/snippets/13029285540855383313,263
b000070ilx,http://www.google.com/base/feeds/snippets/13036666023758000710,46
b000i3g30k,http://www.google.com/base/feeds/snippets/13078719460791292222,774
b000epcfz4,http://www.google.com/base/feeds/snippets/13118744398423334173,541
b000ndicpy,http://www.google.com/base/feeds/snippets/13125236767288549966,948
b000p9eqva,http://www.google.com/base/feeds/snippets/13127837519859196528,1026
b000cbn9aa,http://www.google.com/base/feeds/snippets/13143355002649939201,460
b000p9cr66,http://www.google.com/base/feeds/snippets/13212739364324191667,1025
b000ayxld4,http://www.google.com/base/feeds/snippets/13230504925826567019,369
b0006vc3vc,http://www.google.com/base/feeds/snippets/13235146651353177601,240
b000g3mer8,http://www.google.com/base/feeds/snippets/13255609368261584070,629
b000ga99ry,http://www.google.com/base/feeds/snippets/13264093951540339583,634
b000fdetxq,http://www.google.com/base/feeds/snippets/1327096272598550732,579
b000h241x8,http://www.google.com/base/feeds/snippets/13278655414642608462,682
b00006iqth,http://www.google.com/base/feeds/snippets/13286819633533674312,39
b000ffcdim,http://www.google.com/base/feeds/snippets/13298644336068097806,587
b000jx3qxq,http://www.google.com/base/feeds/snippets/13304616444690819122,850
b000pg8kxs,http://www.google.com/base/feeds/snippets/13312621869477195220,1031
b000hctysa,http://www.google.com/base/feeds/snippets/13321642681501377375,711
b000jf5zec,http://www.google.com/base/feeds/snippets/13368045031336320583,835
b000lu89uc,http://www.google.com/base/feeds/snippets/13380169193455086942,891
b000h13a2w,http://www.google.com/base/feeds/snippets/13389337162643628213,668
b0009y6f56,http://www.google.com/base/feeds/snippets/13392915442415544255,334
b000hbvvka,http://www.google.com/base/feeds/snippets/13394537834910060641,699
b000oahvl2,http://www.google.com/base/feeds/snippets/1341133658694254112,997
b000io7a9m,http://www.google.com/base/feeds/snippets/13440353610523579374,810
b000oftj8u,http://www.google.com/base/feeds/snippets/13461495034626913881,1001
b000k7ving,http://www.google.com/base/feeds/snippets/13468530879861986847,869
b000088ner,http://www.google.com/base/feeds/snippets/1347968736695236641,55
b000bsfs3k,http://www.google.com/base/feeds/snippets/13482242609904424371,435
b000jx1kdy,http://www.google.com/base/feeds/snippets/13499930330802525158,844
b0009i5sgy,http://www.google.com/base/feeds/snippets/13523201367240249515,313
b000bckm7i,http://www.google.com/base/feeds/snippets/13540884315258409885,399
b0007q7mg2,http://www.google.com/base/feeds/snippets/13558726664717453661,263
b000a7q6n8,http://www.google.com/base/feeds/snippets/13561687450780175373,351
b00008mnxr,http://www.google.com/base/feeds/snippets/13582930230756997101,59
b0007sxgn8,http://www.google.com/base/feeds/snippets/13588549604733030954,268
b00006sijr,http://www.google.com/base/feeds/snippets/13589207002001810856,44
b000jf5zec,http://www.google.com/base/feeds/snippets/13629768701500088491,835
b000hbys5k,http://www.google.com/base/feeds/snippets/13631557261313424700,704
b000ozjtoo,http://www.google.com/base/feeds/snippets/13637950682292849732,1019
b000r1g844,http://www.google.com/base/feeds/snippets/13637950682292849732,1019
b0001gjc52,http://www.google.com/base/feeds/snippets/13642535173107321529,127
b000mcianu,http://www.google.com/base/feeds/snippets/13653159525369338466,904
b000ndib6y,http://www.google.com/base/feeds/snippets/13659935621775890962,924
b000bsf1iw,http://www.google.com/base/feeds/snippets/1366247437960571613,434
b000hcz8gm,http://www.google.com/base/feeds/snippets/13673799320876526338,721
b000eplmpi,http://www.google.com/base/feeds/snippets/13683578637114771147,542
b000gwfgqk,http://www.google.com/base/feeds/snippets/13692542638505368471,663
b000edkurg,http://www.google.com/base/feeds/snippets/13699037964945038111,515
b000frqfe8,http://www.google.com/base/feeds/snippets/13703162595446844265,611
b000cc22ys,http://www.google.com/base/feeds/snippets/13711624573601150378,462
b000fzxisg,http://www.google.com/base/feeds/snippets/13727078323480476968,620
b0000ycfdg,http://www.google.com/base/feeds/snippets/13728717906019565465,106
b00009m8ur,http://www.google.com/base/feeds/snippets/13743628234242373469,77
b000bljed2,http://www.google.com/base/feeds/snippets/13747478666009449997,419
b000nkrj0q,http://www.google.com/base/feeds/snippets/13749047006070540730,969
b000gcgqd2,http://www.google.com/base/feeds/snippets/13759883185832377445,648
b000dinb4g,http://www.google.com/base/feeds/snippets/13769671790180310327,483
b00070ouja,http://www.google.com/base/feeds/snippets/13771177133224281760,242
b000nknb62,http://www.google.com/base/feeds/snippets/13773294714940805969,965
b0007d8r5k,http://www.google.com/base/feeds/snippets/13775362651326388438,251
b00032hey0,http://www.google.com/base/feeds/snippets/13776469109811872414,202
b000pihtec,http://www.google.com/base/feeds/snippets/13778334917246964953,1042
b000ro7h3w,http://www.google.com/base/feeds/snippets/13792413550965266630,1079
b000bckmaa,http://www.google.com/base/feeds/snippets/13796906802854864998,400
b000h27psq,http://www.google.com/base/feeds/snippets/13799844440134110129,688
b000aa8796,http://www.google.com/base/feeds/snippets/13804410937823415271,353
b000ndichc,http://www.google.com/base/feeds/snippets/13807405031002803472,947
b0009jgv50,http://www.google.com/base/feeds/snippets/13809600021930717984,316
b000rwdd9q,http://www.google.com/base/feeds/snippets/13813465547037122851,1082
b00068u7ww,http://www.google.com/base/feeds/snippets/13815055497602261010,217
b000gaqlxe,http://www.google.com/base/feeds/snippets/13825743693732119715,638
b000lrdlia,http://www.google.com/base/feeds/snippets/13830033675761129549,890
b000lu89xy,http://www.google.com/base/feeds/snippets/13831527178214062853,892
b0000990y7,http://www.google.com/base/feeds/snippets/13833576505530604294,67
b0009yegpc,http://www.google.com/base/feeds/snippets/13834985344480832776,336
b00004ochi,http://www.google.com/base/feeds/snippets/13869960802688221937,11
b0002x9a1u,http://www.google.com/base/feeds/snippets/13871525141591734359,195
b000k2t0ou,http://www.google.com/base/feeds/snippets/13916432686331461255,862
b000h3lza4,http://www.google.com/base/feeds/snippets/13919947739364726744,692
b000ndid44,http://www.google.com/base/feeds/snippets/1396058941659125307,953
b000k67vss,http://www.google.com/base/feeds/snippets/13970926731293955146,864
b0006nkbn2,http://www.google.com/base/feeds/snippets/13986409474793202514,237
b000i4rmfe,http://www.google.com/base/feeds/snippets/14007006525589850325,775
b000ra5bl6,http://www.google.com/base/feeds/snippets/14007011703509063417,1068
b000o3d9ce,http://www.google.com/base/feeds/snippets/14007918865629410175,992
b000787g6q,http://www.google.com/base/feeds/snippets/14035761522429892531,246
b000o27qfq,http://www.google.com/base/feeds/snippets/14054232840925252286,977
b00032heyk,http://www.google.com/base/feeds/snippets/14100958400236899770,204
b000cpmtwk,http://www.google.com/base/feeds/snippets/1417708435719198149,472
b000ehs6gy,http://www.google.com/base/feeds/snippets/14188088676549374410,528
b000rw9md2,http://www.google.com/base/feeds/snippets/14209929007229153860,1081
b000g0lkcg,http://www.google.com/base/feeds/snippets/14235968984166622494,627
b0007yepyg,http://www.google.com/base/feeds/snippets/14284530408597272725,274
b000icpfmi,http://www.google.com/base/feeds/snippets/14325412592062687221,788
b000edvrtq,http://www.google.com/base/feeds/snippets/14326164391298371952,516
b000euhk3g,http://www.google.com/base/feeds/snippets/14356986779854403622,549
b0001wn16m,http://www.google.com/base/feeds/snippets/14391445631859374347,139
b000bx24o6,http://www.google.com/base/feeds/snippets/14415907760923977024,451
b0001iqnc0,http://www.google.com/base/feeds/snippets/14425804478665246948,132
b000b0gzu8,http://www.google.com/base/feeds/snippets/14443748429238960679,370
b0002vcuzk,http://www.google.com/base/feeds/snippets/14443906686010295390,189
b000cpshia,http://www.google.com/base/feeds/snippets/14493833507639383996,474
b000he9psc,http://www.google.com/base/feeds/snippets/14520556770161082452,727
b00005aycg,http://www.google.com/base/feeds/snippets/14590739388057248882,20
b0009yx9bo,http://www.google.com/base/feeds/snippets/14640507864355837784,340
b000fcyts2,http://www.google.com/base/feeds/snippets/14641221219676710452,577
b0001fyrq2,http://www.google.com/base/feeds/snippets/14693413290856659257,122
b000ndid62,http://www.google.com/base/feeds/snippets/14736350815466474940,955
b0001an1n2,http://www.google.com/base/feeds/snippets/14758105640999079833,116
b00062ujhg,http://www.google.com/base/feeds/snippets/14762714779654278826,209
b000k6crb4,http://www.google.com/base/feeds/snippets/14783944613059032198,867
b000gaqlxe,http://www.google.com/base/feeds/snippets/14792132642669527606,638
b000e8jlda,http://www.google.com/base/feeds/snippets/14794198635011271295,506
b000b63xha,http://www.google.com/base/feeds/snippets/14798220155665223365,377
b000ndibjq,http://www.google.com/base/feeds/snippets/14812439490848045578,936
b000aa878m,http://www.google.com/base/feeds/snippets/14837029540644805566,352
b00006sijq,http://www.google.com/base/feeds/snippets/14902598566526934218,43
b000qeitty,http://www.google.com/base/feeds/snippets/14918356353168654855,1053
b000nvkyse,http://www.google.com/base/feeds/snippets/1492097838915695810,971
b000h229d2,http://www.google.com/base/feeds/snippets/14928650794745636736,678
b00002s6sc,http://www.google.com/base/feeds/snippets/14941513108998426217,5
b0008glg1i,http://www.google.com/base/feeds/snippets/1496374872690142682,285
b000ndibl4,http://www.google.com/base/feeds/snippets/14992670292987095559,938
b000brczzk,http://www.google.com/base/feeds/snippets/15013560737417394943,427
b000pg7ha0,http://www.google.com/base/feeds/snippets/15026147703472509135,1029
b000hlp5w0,http://www.google.com/base/feeds/snippets/15030217405491356248,753
b000ra778g,http://www.google.com/base/feeds/snippets/1503028931039652298,1070
b00083czbg,http://www.google.com/base/feeds/snippets/15052254484804072386,279
b000pg8kwe,http://www.google.com/base/feeds/snippets/15202414965182690664,1030
b00009l1hv,http://www.google.com/base/feeds/snippets/15203735208016659510,76
b000oziaz8,http://www.google.com/base/feeds/snippets/15207825953028155236,1017
b0002wt64m,http://www.google.com/base/feeds/snippets/1522029332117434843,193
b000hjqyc2,http://www.google.com/base/feeds/snippets/15260761427784751076,746
b000i2y0cy,http://www.google.com/base/feeds/snippets/1528326579184485637,773
b0000vmim2,http://www.google.com/base/feeds/snippets/15283790763832398825,100
b000922dwc,http://www.google.com/base/feeds/snippets/15297739858013318917,291
b000ihxoa8,http://www.google.com/base/feeds/snippets/15299848488500055875,794
b000aoz7ko,http://www.google.com/base/feeds/snippets/153037367930985749,363
b000fiej4k,http://www.google.com/base/feeds/snippets/15307043633633162485,590
b000ndicze,http://www.google.com/base/feeds/snippets/15315731988494931444,951
b000gb0m7y,http://www.google.com/base/feeds/snippets/15318442980556593434,640
b000e8jlas,http://www.google.com/base/feeds/snippets/1532472446439845707,504
b000hed3f8,http://www.google.com/base/feeds/snippets/15401280256033043239,728
b00061m0qk,http://www.google.com/base/feeds/snippets/15404585187042606500,205
b000aoz7jk,http://www.google.com/base/feeds/snippets/15423446152280840126,362
b000hed3gm,http://www.google.com/base/feeds/snippets/15481209573698256416,731
b000fk8b42,http://www.google.com/base/feeds/snippets/15528939772983751628,596
b000h69szu,http://www.google.com/base/feeds/snippets/15544999546747963941,695
b000ogsgym,http://www.google.com/base/feeds/snippets/15551866173776009457,1002
b000hbxjuk,http://www.google.com/base/feeds/snippets/15555806239483804720,701
b000feyg7o,http://www.google.com/base/feeds/snippets/15564784742978828373,585
b0002al1z6,http://www.google.com/base/feeds/snippets/15577341303347278445,164
b000mz7c2w,http://www.google.com/base/feeds/snippets/15648850844085647958,918
b000bgtvbc,http://www.google.com/base/feeds/snippets/15661314377252665074,410
b000ivkrvs,http://www.google.com/base/feeds/snippets/15664992944977677730,817
b0009dwkwo,http://www.google.com/base/feeds/snippets/15744420000863688597,303
b00007g3ai,http://www.google.com/base/feeds/snippets/15756558104583624199,51
b0001h9l5m,http://www.google.com/base/feeds/snippets/15812045656958608251,130
b0002oqy1i,http://www.google.com/base/feeds/snippets/15832790434131694955,185
b0000aka82,http://www.google.com/base/feeds/snippets/15883771067913561390,84
b0002vjvxy,http://www.google.com/base/feeds/snippets/15893880004435051441,190
b000ub66ha,http://www.google.com/base/feeds/snippets/15897742829993345210,1101
b0006aao96,http://www.google.com/base/feeds/snippets/15911936238938935149,219
b000ap422c,http://www.google.com/base/feeds/snippets/15918748426604243470,366
b00006jo4g,http://www.google.com/base/feeds/snippets/15933205235519328818,41
b0006aao9g,http://www.google.com/base/feeds/snippets/15937975832085771486,220
b000bs5ibm,http://www.google.com/base/feeds/snippets/15944513620809178120,431
b000euhiug,http://www.google.com/base/feeds/snippets/15998338875089949975,548
b000090179,http://www.google.com/base/feeds/snippets/16002979675138477406,63
b000a0s3x6,http://www.google.com/base/feeds/snippets/16019355033889363381,343
b000e8jl80,http://www.google.com/base/feeds/snippets/16064170791328826375,502
b000ik414i,http://www.google.com/base/feeds/snippets/16073556725854260285,796
b00006jo4g,http://www.google.com/base/feeds/snippets/16080101328048625984,41
b0007lw22q,http://www.google.com/base/feeds/snippets/16090908477278345856,257
b000afkxso,http://www.google.com/base/feeds/snippets/1611810981921795487,357
b00005aycg,http://www.google.com/base/feeds/snippets/16171315423038143989,20
b0001fyrqc,http://www.google.com/base/feeds/snippets/16246834342456901109,123
b000j4oxf0,http://www.google.com/base/feeds/snippets/16319944090637292990,829
b000iek7kg,http://www.google.com/base/feeds/snippets/16351355486478883410,791
b000098xjo,http://www.google.com/base/feeds/snippets/16361312648941715869,66
b0001wn0ky,http://www.google.com/base/feeds/snippets/16388256207576026986,135
b000ndibnc,http://www.google.com/base/feeds/snippets/16406760233183606059,940
b000a3x6te,http://www.google.com/base/feeds/snippets/16407653863068941558,347
b0006i7glw,http://www.google.com/base/feeds/snippets/16445577344159065644,233
b000k7vinq,http://www.google.com/base/feeds/snippets/16448745536109976455,870
b00009v3nw,http://www.google.com/base/feeds/snippets/16452108546715101414,80
b0001bfdau,http://www.google.com/base/feeds/snippets/16537637847870148950,118
b000hjott2,http://www.google.com/base/feeds/snippets/16558385795268912766,745
b000hc0lw8,http://www.google.com/base/feeds/snippets/16573354058682977088,707
b000ogsyjy,http://www.google.com/base/feeds/snippets/16579315096492817894,1005
b00008mopv,http://www.google.com/base/feeds/snippets/16621550764866327052,61
b000hedyio,http://www.google.com/base/feeds/snippets/16622880533554607802,732
b000fzxipo,http://www.google.com/base/feeds/snippets/16630396354315555450,619
b000exs47y,http://www.google.com/base/feeds/snippets/16633280530608162098,553
